step,epoch,loss,loss_wave,loss_mag,lr,sec_per_step,sdr_vocals,sdr_drums,sdr_bass,sdr_other,sdr_mean,val_loss
100,0,0.1428627388179302,0.048446170687675476,0.18883313648402691,0.000981516118336653,0.289794762134552,,,,,,
100,0,,,,,,-7.07130241394043,-27.32390022277832,0.3411409854888916,-6.045393466949463,-10.02486377954483,0.1593654453754425
200,1,0.12159697368741035,0.04366418043151498,0.1558655858039856,0.0008381042580117509,0.273332839012146,,,,,,
200,1,,,,,,-7.281264305114746,-21.577253341674805,0.1965492218732834,-5.333778381347656,-8.498936701565981,0.15031257271766663
300,1,0.11552806675434113,0.04276173617690802,0.14553266137838364,0.0005952840080570891,0.28845659255981443,,,,,,
300,1,,,,,,-6.687744617462158,-19.785911560058594,0.37048012018203735,-4.165118217468262,-7.567073568701744,0.14737355709075928
400,2,0.11102256819605827,0.04250871306285262,0.1370277101546526,0.0003301490821473719,0.31373555183410645,,,,,,
400,2,,,,,,-6.28891658782959,-19.288379669189453,-0.029395997524261475,-4.286654472351074,-7.473336681723595,0.14528034627437592
500,2,0.10946029536426068,0.04316909061744809,0.13258240960538387,0.00012687794590506766,0.314882915019989,,,,,,
500,2,,,,,,-5.873161315917969,-18.956392288208008,0.617133617401123,-3.435741901397705,-6.91204047203064,0.14313611388206482
600,3,0.10686637841165066,0.04215410217642784,0.12942455165088176,5.0007748841891203e-05,0.3205589365959167,,,,,,
600,3,,,,,,-5.691564559936523,-18.877805709838867,0.8657201528549194,-3.2557170391082764,-6.739841789007187,0.14271916449069977
