step,epoch,loss,loss_wave,loss_mag,lr,sec_per_step,sdr_vocals,sdr_drums,sdr_bass,sdr_other,sdr_mean,val_loss
100,0,0.15182251885533332,0.04645070381462574,0.21074362948536873,0.000981516118336653,0.39624446868896485,,,,,,
100,0,,,,,,-7.310360431671143,-16.748563766479492,0.3239072263240814,-5.699708938598633,-7.3586814776062965,0.1576482355594635
200,1,0.1108171820640564,0.03461600327864289,0.1524023573100567,0.0008381042580117509,0.38284279346466066,,,,,,
200,1,,,,,,-6.951814651489258,-32.38829040527344,1.5815331935882568,-4.805042743682861,-10.640903651714325,0.1465228796005249
300,1,0.08705499015748501,0.02487123917788267,0.12436750166118145,0.0005952840080570891,0.3737851667404175,,,,,,
300,1,,,,,,-1.2638721466064453,-26.72341537475586,7.162435531616211,-1.6942846775054932,-5.629784166812897,0.1357322484254837
400,2,0.07647284001111984,0.021252912590280174,0.1104398550838232,0.0003301490821473719,2.06095157623291,,,,,,
400,2,,,,,,0.7905049324035645,-23.13878631591797,10.265970230102539,-0.2965048551559448,-3.0947040021419525,0.1320352852344513
500,2,0.07202385772019625,0.021182105708867312,0.10168350361287594,0.00012687794590506766,1.8472993803024291,,,,,,
500,2,,,,,,0.8464096188545227,-20.744966506958008,11.228137969970703,0.16462504863739014,-2.126448467373848,0.13217484951019287
600,3,0.06963946901261807,0.021574887298047542,0.09612916305661201,5.0007748841891203e-05,2.3082494711875916,,,,,,
600,3,,,,,,1.341446876525879,-19.772205352783203,11.65182113647461,0.6402089595794678,-1.5346820950508118,0.1311529129743576
